loan_id,customer_id,application_date,disbursement_date,product_type,channel,province,age,employment_type,monthly_income_idr,loan_amount_idr,tenor_months,interest_rate_pct,credit_score,dti_ratio,status
LN004533,CUS00164,2024-05-17,,Education Loan,Mobile App,Banten,36,Employed,2001787,22753944,6,2.19,721,189.45,Pending
LN004534,CUS00248,2024-07-14,2024-07-16,PayLater,Mobile App,Jawa Barat,24,Employed,3494725,1425158,12,2.55,723,3.4,Approved
LN004535,CUS03233,2022-03-27,,PayLater,Partner API,Kalimantan Timur,37,Business Owner,8178625,1021548,12,2.27,631,1.04,Pending
LN004536,CUS01631,2022-01-03,,KTA (Personal Loan),Mobile App,DKI Jakarta,26,Business Owner,3776488,29410257,12,2.06,529,64.9,Pending
LN004537,CUS02076,2024-08-09,,KTA (Personal Loan),Partner API,Banten,33,Business Owner,3097248,13951030,12,3.07,669,37.54,Pending
LN004538,CUS01174,2023-08-16,2023-08-17,PayLater,Mobile App,Jawa Barat,29,Freelancer,9212491,882201,18,2.44,576,0.53,Approved
LN004539,CUS02575,2022-12-09,,PayLater,Mobile App,Jawa Barat,30,Self-Employed,2306515,2871924,6,2.24,530,20.75,Pending
LN004540,CUS02919,2022-01-02,,KTA (Personal Loan),Mobile App,Jawa Tengah,38,Student,4172394,19705738,18,1.96,548,26.24,Pending
LN004541,CUS02053,2022-05-04,,PayLater,Mobile App,Jawa Tengah,23,Employed,6089855,3902670,36,1.56,676,1.78,Rejected
LN004542,CUS03143,2024-09-14,,Education Loan,Mobile App,Jawa Barat,47,Freelancer,3543609,12854790,6,2.39,758,60.46,Pending
LN004543,CUS01702,2023-07-14,2023-07-18,PayLater,Mobile App,Jawa Timur,18,Employed,7999118,4904227,18,1.81,653,3.41,Approved
LN004544,CUS01735,2023-05-29,,Education Loan,Web,Jawa Timur,27,Employed,3554135,23963079,3,2.86,666,224.74,Rejected
LN004545,CUS02875,2024-02-18,2024-02-20,PayLater,Mobile App,DKI Jakarta,34,Self-Employed,11641887,759619,6,2.51,744,1.09,Approved
LN004546,CUS01648,2023-12-21,,PayLater,Web,Jawa Tengah,36,Employed,4636640,2789927,24,3.28,526,2.51,Pending
LN004547,CUS00338,2023-03-12,,PayLater,Partner API,Jawa Timur,31,Employed,7479754,3031792,1,2.61,691,40.53,Rejected
LN004548,CUS02624,2024-11-11,,Education Loan,Partner API,DKI Jakarta,31,Employed,7822876,22382567,3,2.14,649,95.37,Rejected
LN004549,CUS02198,2023-07-31,2023-08-04,PayLater,Mobile App,Jawa Timur,35,Business Owner,3431213,2740085,12,1.56,695,6.65,Approved
LN004550,CUS02203,2022-04-04,,KTA (Personal Loan),Web,Sumatera Utara,30,Freelancer,1500000,26754961,6,2.9,611,297.28,Pending
LN004551,CUS02524,2022-11-27,,Business Loan,Web,Sumatera Utara,43,Employed,6208326,79908336,12,1.85,584,107.26,Pending
LN004552,CUS00626,2024-12-29,,KTA (Personal Loan),Mobile App,DKI Jakarta,38,Student,5221636,17215762,3,2.3,661,109.9,Rejected
LN004553,CUS01137,2022-05-24,,PayLater,Mobile App,Jawa Timur,38,Business Owner,6979194,4757900,1,3.34,781,68.17,Rejected
LN004554,CUS00343,2023-09-08,,Education Loan,Mobile App,Banten,24,Employed,4364577,12939916,6,2.81,718,49.41,Pending
LN004555,CUS01270,2022-07-03,,Business Loan,Mobile App,Jawa Barat,31,Self-Employed,3861984,22050051,12,2.69,609,47.58,Pending
LN004556,CUS00324,2024-03-20,,PayLater,Partner API,Jawa Tengah,29,Student,16685193,1252781,12,2.97,542,0.63,Pending
LN004557,CUS02095,2022-09-09,,KTA (Personal Loan),Partner API,Jawa Barat,23,Business Owner,2066849,43577448,12,2.95,515,175.7,Pending
LN004558,CUS00833,2022-10-14,2022-10-18,Education Loan,Web,Jawa Barat,34,Employed,7766411,19665836,12,3.29,755,21.1,Approved
LN004559,CUS03310,2023-07-27,,Education Loan,Mobile App,Jawa Tengah,27,Employed,3541947,24469513,3,2.2,573,230.28,Rejected
LN004560,CUS00637,2024-06-03,2024-06-04,PayLater,Agent,DKI Jakarta,37,Business Owner,4087652,4139516,18,2.31,623,5.63,Approved
LN004561,CUS02198,2023-03-08,,Business Loan,Web,Jawa Barat,23,Self-Employed,4133713,166414923,1,2.04,755,4025.8,Pending
LN004562,CUS01339,2024-10-30,,PayLater,Mobile App,Jawa Barat,45,Employed,3087548,2977761,3,2.48,520,32.15,Pending
LN004563,CUS01601,2023-10-14,2023-10-19,PayLater,Partner API,DKI Jakarta,24,Employed,7043973,1297042,18,2.43,769,1.02,Approved
LN004564,CUS02403,2023-12-03,,PayLater,Mobile App,Jawa Tengah,33,Self-Employed,11516998,1167047,6,1.62,629,1.69,Pending
LN004565,CUS02599,2023-06-20,,PayLater,Mobile App,Sumatera Utara,38,Employed,6628947,3082929,12,2.17,558,3.88,Pending
LN004566,CUS03127,2024-07-16,,KTA (Personal Loan),Partner API,DKI Jakarta,27,Self-Employed,5319967,21493145,6,3.22,630,67.33,Pending
LN004567,CUS03419,2023-07-14,,KTA (Personal Loan),Partner API,Jawa Timur,38,Business Owner,2766474,30112170,12,2.62,592,90.71,Rejected
LN004568,CUS02662,2023-05-19,2023-05-21,PayLater,Mobile App,Jawa Barat,22,Employed,6817774,2743150,6,2.86,685,6.71,Approved
LN004569,CUS02790,2023-10-21,2023-10-22,PayLater,Partner API,DKI Jakarta,43,Employed,18233265,3209891,36,2.44,598,0.49,Approved
LN004570,CUS02635,2023-12-01,,PayLater,Mobile App,Kalimantan Timur,32,Freelancer,3978962,644503,6,1.56,497,2.7,Rejected
LN004571,CUS00271,2023-03-08,,Education Loan,Web,Jawa Timur,27,Business Owner,3990225,5820917,12,2.44,632,12.16,Pending
LN004572,CUS01271,2024-07-30,,Business Loan,Mobile App,DKI Jakarta,29,Business Owner,3570781,147103082,24,3.02,541,171.65,Pending
LN004573,CUS02862,2023-11-04,,PayLater,Agent,Jawa Timur,38,Self-Employed,3727692,1369072,12,1.91,666,3.06,Pending
LN004574,CUS01792,2022-02-02,,Education Loan,Partner API,DKI Jakarta,27,Employed,1500000,21304961,12,2.87,555,118.36,Pending
LN004575,CUS02990,2022-10-01,2022-10-06,PayLater,Mobile App,Sulawesi Selatan,26,Self-Employed,6375478,2959591,12,1.65,610,3.87,Approved
LN004576,CUS03468,2022-01-05,,KTA (Personal Loan),Partner API,DKI Jakarta,30,Business Owner,3010501,49180751,12,2.51,664,136.14,Pending
LN004577,CUS00978,2024-09-02,,Education Loan,Partner API,Sumatera Utara,22,Employed,1902711,25885146,18,2.77,633,75.58,Rejected
LN004578,CUS00238,2022-01-09,2022-01-10,PayLater,Mobile App,DKI Jakarta,46,Employed,7856583,2359105,1,2.34,670,30.03,Approved
LN004579,CUS01002,2022-01-20,,KTA (Personal Loan),Agent,Jawa Tengah,27,Employed,2612290,32738576,24,3.74,704,52.22,Rejected
LN004580,CUS00354,2022-12-22,2022-12-26,PayLater,Agent,Kalimantan Timur,38,Employed,4080569,1027802,12,2.25,557,2.1,Approved
LN004581,CUS01780,2024-04-26,,PayLater,Mobile App,Jawa Barat,33,Student,12052876,2238737,18,2.21,644,1.03,Pending
LN004582,CUS00476,2024-09-28,,KTA (Personal Loan),Mobile App,DKI Jakarta,24,Employed,2146649,38024948,1,2.6,383,1771.36,Pending
LN004583,CUS01858,2024-03-15,,Education Loan,Mobile App,Jawa Tengah,31,Employed,1993474,20566789,24,2.12,669,42.99,Rejected
LN004584,CUS02508,2022-06-16,,KTA (Personal Loan),Mobile App,DKI Jakarta,38,Business Owner,5876854,26801209,3,1.78,625,152.02,Rejected
LN004585,CUS02494,2022-06-08,2022-06-12,Education Loan,Mobile App,Banten,30,Self-Employed,9965511,9413227,18,1.95,571,5.25,Approved
LN004586,CUS00226,2022-03-05,,Education Loan,Mobile App,Jawa Tengah,41,Self-Employed,1944165,25078648,6,2.88,675,214.99,Pending
LN004587,CUS01267,2024-06-30,2024-07-01,PayLater,Agent,Jawa Barat,40,Business Owner,6385640,1729249,12,2.35,743,2.26,Approved
LN004588,CUS02729,2022-09-10,2022-09-11,PayLater,Web,Jawa Timur,39,Employed,7085409,4192155,12,3.35,611,4.93,Approved
LN004589,CUS03038,2023-12-24,,KTA (Personal Loan),Partner API,DKI Jakarta,28,Freelancer,1500000,32522407,3,2.28,574,722.72,Pending
LN004590,CUS02696,2024-02-10,,KTA (Personal Loan),Agent,Kalimantan Timur,23,Employed,8073109,21772914,12,2.86,663,22.47,Rejected
LN004591,CUS03034,2024-01-04,,PayLater,Mobile App,Jawa Barat,27,Employed,8460442,682723,6,2.76,543,1.34,Pending
LN004592,CUS00720,2024-03-03,,Education Loan,Web,Banten,33,Employed,4146922,10810471,12,2.27,597,21.72,Pending
LN004593,CUS00490,2022-12-29,,Business Loan,Mobile App,Jawa Barat,36,Business Owner,10599912,178923475,18,2.06,747,93.78,Rejected
LN004594,CUS00052,2022-01-18,,PayLater,Web,Jawa Timur,18,Employed,9887894,4180884,1,1.63,654,42.28,Pending
LN004595,CUS02900,2022-09-13,,KTA (Personal Loan),Mobile App,DKI Jakarta,31,Employed,5319124,30868399,12,2.78,499,48.36,Pending
LN004596,CUS00563,2024-08-05,2024-08-06,PayLater,Mobile App,Jawa Barat,33,Employed,3813588,2598451,12,3.1,506,5.68,Approved
LN004597,CUS02874,2024-01-29,,KTA (Personal Loan),Mobile App,DKI Jakarta,29,Employed,2789161,34121420,6,1.71,662,203.89,Rejected
LN004598,CUS00047,2023-01-31,2023-02-01,Education Loan,Web,Jawa Tengah,42,Employed,4888569,16656203,36,2.31,718,9.46,Approved
LN004599,CUS00672,2024-06-29,,Business Loan,Agent,Jawa Barat,35,Employed,7037783,132417919,12,2.17,520,156.79,Pending
LN004600,CUS02034,2022-01-20,,PayLater,Mobile App,Jawa Barat,42,Employed,4116205,1883318,3,2.78,685,15.25,Pending
LN004601,CUS01421,2023-03-30,,KTA (Personal Loan),Mobile App,DIY Yogyakarta,30,Employed,1500000,42732374,3,2.34,756,949.61,Pending
LN004602,CUS02143,2022-02-10,2022-02-12,KTA (Personal Loan),Web,DKI Jakarta,39,Employed,10704521,36586305,12,3.16,801,28.48,Approved
LN004603,CUS02119,2023-07-30,,PayLater,Mobile App,Banten,45,Business Owner,5604511,1984890,6,2.31,676,5.9,Rejected
LN004604,CUS03208,2024-01-03,2024-01-05,PayLater,Agent,Jawa Barat,42,Employed,3981518,4237997,3,1.88,690,35.48,Approved
LN004605,CUS03369,2023-01-28,,KTA (Personal Loan),Mobile App,Jawa Barat,23,Employed,8362295,26930413,1,2.27,479,322.05,Pending
LN004606,CUS02953,2022-07-04,2022-07-05,KTA (Personal Loan),Mobile App,DKI Jakarta,29,Business Owner,12481169,12858748,12,2.32,817,8.59,Approved
LN004607,CUS01062,2023-09-13,2023-09-16,PayLater,Mobile App,Jawa Timur,29,Student,1500000,849706,12,2.76,603,4.72,Approved
LN004608,CUS00684,2023-03-29,,PayLater,Web,Jawa Barat,35,Self-Employed,6488271,3648225,3,2.31,575,18.74,Pending
LN004609,CUS01524,2023-04-25,,PayLater,Mobile App,Sumatera Utara,37,Employed,2124312,4393043,12,2.72,629,17.23,Pending
LN004610,CUS00520,2024-10-08,2024-10-10,PayLater,Mobile App,Bali,25,Self-Employed,6745692,4133488,36,2.1,770,1.7,Approved
LN004611,CUS03072,2024-01-14,2024-01-19,KTA (Personal Loan),Partner API,DKI Jakarta,32,Employed,5398894,34504296,36,2.35,826,17.75,Approved
LN004612,CUS03200,2022-03-17,2022-03-18,PayLater,Mobile App,DKI Jakarta,18,Employed,7321929,1136187,24,2.11,660,0.65,Approved
LN004613,CUS01101,2023-07-29,2023-07-30,PayLater,Mobile App,Jawa Barat,43,Employed,3705763,923198,18,2.08,729,1.38,Approved
LN004614,CUS03003,2024-10-06,,Business Loan,Agent,Jawa Tengah,27,Student,1624977,75555628,3,3.14,653,1549.88,Pending
LN004615,CUS00484,2023-03-05,,PayLater,Web,Jawa Barat,32,Self-Employed,3816054,4347099,3,2.14,566,37.97,Pending
LN004616,CUS03160,2022-01-15,,KTA (Personal Loan),Mobile App,Bali,29,Employed,6382414,48278132,6,2.33,768,126.07,Rejected
LN004617,CUS00121,2023-02-06,,Education Loan,Mobile App,Banten,41,Freelancer,9195123,11034021,12,3.02,600,10.0,Pending
LN004618,CUS01373,2024-03-22,,KTA (Personal Loan),Mobile App,Bali,18,Employed,2475244,39294305,24,2.88,772,66.15,Pending
LN004619,CUS03306,2022-08-16,,KTA (Personal Loan),Web,Jawa Barat,31,Employed,9259723,30824114,3,3.32,753,110.96,Rejected
LN004620,CUS01759,2023-07-23,2023-07-24,PayLater,Partner API,Jawa Barat,31,Self-Employed,3389608,643133,12,2.74,699,1.58,Approved
LN004621,CUS01115,2024-10-21,2024-10-26,PayLater,Web,Jawa Barat,28,Self-Employed,6214640,2943123,12,2.2,796,3.95,Approved
LN004622,CUS02146,2024-10-08,,KTA (Personal Loan),Partner API,Jawa Tengah,45,Employed,3682167,41267318,6,3.53,828,186.79,Pending
LN004623,CUS00262,2022-12-16,,KTA (Personal Loan),Mobile App,Banten,24,Employed,5577498,17425525,12,2.79,635,26.04,Pending
LN004624,CUS01078,2023-02-01,,PayLater,Mobile App,Sulawesi Selatan,38,Employed,8538321,4538127,3,2.42,585,17.72,Pending
LN004625,CUS02918,2022-12-26,,KTA (Personal Loan),Web,Jawa Tengah,34,Business Owner,2394631,15631718,36,2.53,500,18.13,Rejected
LN004626,CUS02362,2022-05-14,2022-05-17,Education Loan,Mobile App,Jawa Barat,42,Employed,3325082,6911828,12,2.59,829,17.32,Approved
LN004627,CUS02571,2022-09-20,2022-09-21,PayLater,Partner API,Jawa Barat,26,Business Owner,5586849,1219726,12,2.38,614,1.82,Approved
LN004628,CUS00316,2022-05-14,,KTA (Personal Loan),Mobile App,Jawa Timur,26,Employed,21123541,42665129,3,1.81,740,67.33,Pending
LN004629,CUS02033,2022-09-18,,KTA (Personal Loan),Mobile App,Jawa Tengah,40,Employed,2978810,23778766,12,3.31,590,66.52,Rejected
LN004630,CUS01865,2023-06-16,,Business Loan,Partner API,Jawa Tengah,35,Employed,17005184,161419657,6,2.49,773,158.21,Pending
LN004631,CUS02093,2023-04-12,,Business Loan,Web,DKI Jakarta,19,Student,16644700,110934281,3,2.59,593,222.16,Pending
LN004632,CUS01476,2024-12-07,,Business Loan,Web,Sulawesi Selatan,27,Self-Employed,4716425,101306233,6,3.54,554,357.99,Pending
LN004633,CUS00228,2023-07-16,,PayLater,Web,Banten,35,Business Owner,4180983,4131109,1,2.16,633,98.81,Pending
LN004634,CUS02047,2023-01-28,,PayLater,Mobile App,DKI Jakarta,38,Self-Employed,3300911,2405694,12,2.83,607,6.07,Pending
LN004635,CUS02322,2022-02-17,,PayLater,Agent,Jawa Barat,26,Student,4799522,4109147,6,2.1,697,14.27,Pending
LN004636,CUS00684,2024-12-27,2024-12-29,KTA (Personal Loan),Partner API,Jawa Tengah,18,Employed,2149867,9529797,24,2.66,645,18.47,Approved
LN004637,CUS01507,2023-06-02,,KTA (Personal Loan),Mobile App,Jawa Tengah,36,Self-Employed,4776435,33633986,1,2.6,700,704.17,Rejected
LN004638,CUS00645,2024-07-18,,Education Loan,Partner API,Jawa Barat,22,Business Owner,12275017,22564676,1,2.9,626,183.83,Pending
LN004639,CUS01045,2022-01-05,,KTA (Personal Loan),Partner API,Jawa Timur,18,Self-Employed,3465257,45459382,24,3.1,596,54.66,Pending
LN004640,CUS03168,2024-05-24,,KTA (Personal Loan),Web,DKI Jakarta,18,Freelancer,4327557,15094576,3,2.21,603,116.27,Pending
LN004641,CUS00422,2022-04-17,,KTA (Personal Loan),Web,Jawa Tengah,38,Self-Employed,1801741,32189894,1,3.21,813,1786.6,Pending
LN004642,CUS02351,2023-10-24,,PayLater,Web,Jawa Barat,33,Business Owner,6258090,2449654,3,3.24,668,13.05,Pending
LN004643,CUS02762,2024-06-04,,KTA (Personal Loan),Mobile App,DKI Jakarta,30,Employed,5859867,22224724,18,2.38,491,21.07,Pending
LN004644,CUS02961,2024-04-13,2024-04-15,KTA (Personal Loan),Mobile App,Jawa Tengah,43,Employed,5194806,9802109,18,2.5,608,10.48,Approved
LN004645,CUS00473,2023-07-16,,Education Loan,Partner API,DKI Jakarta,37,Employed,4390054,8355833,6,2.25,657,31.72,Pending
LN004646,CUS00936,2022-09-07,2022-09-11,PayLater,Web,Jawa Barat,44,Business Owner,4194537,4266448,12,2.35,797,8.48,Approved
LN004647,CUS03035,2024-11-27,,Education Loan,Mobile App,Jawa Tengah,20,Employed,6756993,23743835,12,1.9,732,29.28,Rejected
LN004648,CUS02085,2024-08-13,,KTA (Personal Loan),Mobile App,Bali,31,Self-Employed,4914293,22205350,24,2.89,576,18.83,Pending
LN004649,CUS00011,2024-10-11,2024-10-16,PayLater,Mobile App,Jawa Timur,19,Employed,6040102,4228189,1,1.47,843,70.0,Approved
LN004650,CUS00181,2024-01-11,2024-01-15,PayLater,Partner API,Jawa Barat,30,Business Owner,5688391,863447,18,2.15,647,0.84,Approved
LN004651,CUS00051,2024-11-25,2024-11-27,PayLater,Mobile App,Jawa Barat,30,Employed,9810902,3311482,3,2.48,749,11.25,Approved
LN004652,CUS01002,2022-03-31,,KTA (Personal Loan),Web,Jawa Barat,37,Self-Employed,7505487,44067922,6,3.15,557,97.86,Pending
LN004653,CUS00189,2023-04-05,,PayLater,Mobile App,DKI Jakarta,32,Self-Employed,5613391,4274889,3,2.23,458,25.39,Pending
LN004654,CUS01933,2022-04-07,,PayLater,Partner API,DKI Jakarta,36,Employed,12434702,2177522,18,2.71,537,0.97,Rejected
LN004655,CUS01491,2023-07-24,,Education Loan,Agent,DKI Jakarta,37,Business Owner,6434016,23630846,12,2.46,389,30.61,Pending
LN004656,CUS01569,2024-05-10,2024-05-13,KTA (Personal Loan),Partner API,Jawa Tengah,49,Employed,10939887,24236066,12,2.97,818,18.46,Approved
LN004657,CUS00615,2024-12-26,,Business Loan,Mobile App,Jawa Timur,29,Business Owner,7196562,169626251,12,2.69,667,196.42,Pending
LN004658,CUS00734,2024-07-08,,PayLater,Partner API,Jawa Tengah,24,Employed,1655803,2888428,12,2.92,576,14.54,Pending
LN004659,CUS00145,2023-10-10,2023-10-13,KTA (Personal Loan),Mobile App,Bali,33,Business Owner,10939047,39418567,18,2.22,686,20.02,Approved
LN004660,CUS02265,2022-01-11,,PayLater,Mobile App,DKI Jakarta,25,Employed,5422427,853572,3,1.99,665,5.25,Pending
LN004661,CUS03290,2024-03-13,,Business Loan,Mobile App,DIY Yogyakarta,43,Employed,4846540,122104934,6,2.68,699,419.9,Pending
LN004662,CUS02925,2023-02-03,2023-02-07,PayLater,Mobile App,Jawa Tengah,29,Employed,5919470,2976278,3,2.26,746,16.76,Approved
LN004663,CUS03034,2023-11-17,,KTA (Personal Loan),Mobile App,DKI Jakarta,27,Business Owner,4065139,32448952,6,2.52,626,133.04,Pending
LN004664,CUS02686,2022-06-17,,KTA (Personal Loan),Web,Kalimantan Timur,28,Business Owner,5729654,36303872,18,2.66,579,35.2,Pending
LN004665,CUS01718,2022-02-21,,KTA (Personal Loan),Mobile App,Jawa Tengah,37,Employed,3505426,46314903,12,3.12,716,110.1,Rejected
LN004666,CUS00920,2023-04-08,,Business Loan,Partner API,Jawa Barat,30,Freelancer,10740281,159279595,18,2.89,714,82.39,Pending
LN004667,CUS01319,2024-05-17,,PayLater,Mobile App,DKI Jakarta,26,Employed,4670588,1488370,6,2.16,658,5.31,Pending
LN004668,CUS01017,2022-06-02,2022-06-04,PayLater,Agent,Jawa Barat,45,Employed,3974454,4216533,12,1.93,824,8.84,Approved
LN004669,CUS01705,2023-05-27,,Business Loan,Mobile App,Bali,25,Employed,2870489,33195138,6,3.35,614,192.74,Rejected
LN004670,CUS02951,2023-02-08,,KTA (Personal Loan),Mobile App,Jawa Barat,32,Employed,5874984,32998936,24,1.71,578,23.4,Pending
LN004671,CUS01311,2022-12-03,2022-12-05,PayLater,Mobile App,Bali,37,Employed,5594042,4472392,6,2.27,683,13.32,Approved
LN004672,CUS01112,2023-11-06,,PayLater,Web,Jawa Barat,18,Employed,6312253,955049,12,2.82,596,1.26,Pending
LN004673,CUS03384,2023-09-29,,Business Loan,Agent,DKI Jakarta,35,Employed,2699554,171441604,18,3.32,689,352.82,Pending
LN004674,CUS00320,2022-05-09,,Education Loan,Web,DKI Jakarta,23,Business Owner,1913108,24965518,24,2.41,583,54.37,Pending
LN004675,CUS02342,2022-07-18,,KTA (Personal Loan),Mobile App,Jawa Barat,38,Employed,7277538,27669894,6,2.51,617,63.37,Rejected
LN004676,CUS01528,2022-02-27,,Business Loan,Mobile App,DKI Jakarta,24,Employed,12185211,68690544,6,2.06,801,93.95,Pending
LN004677,CUS00490,2024-09-09,,KTA (Personal Loan),Mobile App,Jawa Timur,37,Employed,2701009,23244720,6,2.56,617,143.43,Pending
LN004678,CUS02057,2024-06-03,2024-06-04,PayLater,Mobile App,DKI Jakarta,40,Employed,12976015,4858961,6,1.92,586,6.24,Approved
LN004679,CUS02758,2022-02-19,2022-02-24,PayLater,Partner API,Sumatera Utara,38,Employed,5928578,1407639,12,2.12,743,1.98,Approved
LN004680,CUS00216,2023-11-16,,KTA (Personal Loan),Mobile App,Sumatera Utara,34,Self-Employed,4978856,31082192,24,2.88,565,26.01,Rejected
LN004681,CUS00735,2023-05-28,,KTA (Personal Loan),Mobile App,Jawa Barat,30,Self-Employed,3938928,8745833,3,2.28,594,74.01,Pending
LN004682,CUS00915,2023-05-22,,Business Loan,Mobile App,Banten,27,Employed,2178697,51399682,12,2.96,696,196.6,Pending
LN004683,CUS03295,2022-08-09,2022-08-12,KTA (Personal Loan),Mobile App,Sumatera Utara,43,Employed,9043760,39349237,24,2.42,725,18.13,Approved
LN004684,CUS02113,2024-08-27,,Education Loan,Agent,Jawa Tengah,26,Self-Employed,3139533,12564976,3,1.82,747,133.41,Rejected
LN004685,CUS00189,2023-05-04,,KTA (Personal Loan),Mobile App,Jawa Barat,23,Business Owner,3131630,49359473,12,3.08,590,131.35,Pending
LN004686,CUS01643,2023-11-29,2023-12-04,PayLater,Mobile App,Jawa Barat,37,Employed,9066567,2753676,24,1.84,697,1.27,Approved
LN004687,CUS00283,2022-04-22,,PayLater,Web,Banten,25,Employed,1615505,2824426,24,2.2,612,7.28,Pending
LN004688,CUS01906,2023-11-15,,KTA (Personal Loan),Mobile App,Jawa Barat,24,Business Owner,2004268,6634163,12,2.4,601,27.58,Rejected
LN004689,CUS01157,2024-11-30,,Business Loan,Mobile App,Jawa Barat,20,Self-Employed,4945892,191740082,1,3.0,746,3876.75,Pending
LN004690,CUS03169,2023-04-30,,PayLater,Web,DKI Jakarta,28,Business Owner,5962015,1284050,3,2.24,606,7.18,Pending
LN004691,CUS03461,2022-05-30,2022-05-31,Education Loan,Agent,Jawa Barat,31,Employed,6687758,18458514,12,2.04,672,23.0,Approved
LN004692,CUS01273,2024-06-17,,Education Loan,Partner API,DKI Jakarta,33,Business Owner,4171846,14891865,3,2.58,662,118.99,Pending
LN004693,CUS01341,2022-07-15,,KTA (Personal Loan),Agent,Jawa Barat,39,Employed,22820510,23701311,3,2.39,564,34.62,Pending
LN004694,CUS00354,2024-07-03,2024-07-04,PayLater,Web,Jawa Barat,36,Self-Employed,4361004,3394850,18,2.27,727,4.32,Approved
LN004695,CUS02266,2022-09-13,,PayLater,Mobile App,Jawa Barat,30,Employed,4353439,3479399,18,2.61,694,4.44,Pending
LN004696,CUS01871,2022-06-25,,PayLater,Mobile App,DKI Jakarta,30,Employed,3099515,1194298,18,1.9,491,2.14,Rejected
LN004697,CUS00033,2022-05-05,2022-05-06,PayLater,Partner API,Jawa Tengah,36,Self-Employed,5385886,2748139,3,1.64,672,17.01,Approved
LN004698,CUS01512,2022-03-10,,KTA (Personal Loan),Mobile App,Sulawesi Selatan,42,Self-Employed,7231269,40571485,3,3.57,588,187.02,Pending
LN004699,CUS00822,2024-02-12,2024-02-13,PayLater,Mobile App,Jawa Barat,33,Employed,10294242,2494789,18,2.55,737,1.35,Approved
LN004700,CUS01195,2023-10-04,,KTA (Personal Loan),Agent,DKI Jakarta,28,Self-Employed,2045960,12461201,18,2.59,534,33.84,Rejected
LN004701,CUS02310,2022-05-14,2022-05-19,PayLater,Mobile App,Jawa Barat,24,Employed,4313892,1909476,18,2.11,621,2.46,Approved
LN004702,CUS03214,2022-09-19,,PayLater,Mobile App,Sulawesi Selatan,20,Self-Employed,6536880,1455708,36,2.95,678,0.62,Pending
LN004703,CUS01245,2022-05-07,,KTA (Personal Loan),Partner API,Jawa Tengah,37,Employed,7111210,10661786,24,2.23,654,6.25,Pending
LN004704,CUS03030,2024-06-24,2024-06-27,Education Loan,Web,DKI Jakarta,36,Business Owner,5019684,14439528,12,1.11,711,23.97,Approved
LN004705,CUS02551,2022-04-23,,KTA (Personal Loan),Mobile App,Jawa Timur,36,Self-Employed,6923298,29342130,6,2.22,528,70.64,Pending
LN004706,CUS00994,2023-09-10,2023-09-11,KTA (Personal Loan),Mobile App,DKI Jakarta,30,Employed,3077321,8273818,12,2.36,782,22.41,Approved
LN004707,CUS01901,2024-06-03,,Business Loan,Mobile App,DKI Jakarta,43,Employed,12732797,124726440,12,2.41,692,81.63,Pending
LN004708,CUS01509,2022-05-15,,KTA (Personal Loan),Mobile App,Jawa Barat,28,Employed,9070385,49686099,6,2.4,758,91.3,Pending
LN004709,CUS02424,2022-07-28,,Business Loan,Web,DKI Jakarta,39,Employed,2231069,193183737,18,2.18,719,481.04,Pending
LN004710,CUS02021,2022-04-25,,PayLater,Partner API,Jawa Timur,31,Employed,2623150,4231280,1,2.13,649,161.31,Pending
LN004711,CUS03165,2022-04-17,,Business Loan,Mobile App,Jawa Tengah,27,Freelancer,2667881,60604811,18,2.35,547,126.2,Pending
LN004712,CUS03179,2023-08-27,,PayLater,Partner API,Banten,36,Freelancer,7509883,600834,1,1.68,604,8.0,Pending
LN004713,CUS00801,2024-02-21,,Education Loan,Web,Jawa Tengah,35,Self-Employed,2313129,25838542,12,1.52,777,93.09,Pending
LN004714,CUS03001,2024-04-02,2024-04-07,PayLater,Web,Jawa Barat,34,Employed,4099329,750741,24,2.55,760,0.76,Approved
LN004715,CUS02239,2022-07-16,,Education Loan,Mobile App,Jawa Tengah,32,Freelancer,6568336,10140702,1,2.56,600,154.39,Pending
LN004716,CUS03115,2024-04-21,,Education Loan,Mobile App,Jawa Barat,31,Business Owner,4805390,18611330,12,2.94,424,32.28,Pending
LN004717,CUS03261,2023-04-23,2023-04-27,PayLater,Web,DKI Jakarta,51,Employed,5840231,1302701,3,2.37,632,7.44,Approved
LN004718,CUS01005,2022-01-22,,Education Loan,Agent,Jawa Timur,41,Employed,2637829,25844708,24,1.9,626,40.82,Pending
LN004719,CUS00617,2024-07-17,2024-07-19,PayLater,Mobile App,Bali,37,Self-Employed,7144555,3997218,18,1.53,630,3.11,Approved
LN004720,CUS00027,2024-02-26,2024-02-27,PayLater,Agent,Jawa Barat,32,Employed,3460838,3900962,24,2.05,692,4.7,Approved
LN004721,CUS01680,2024-08-08,,PayLater,Web,Jawa Barat,40,Employed,4115112,4172574,24,2.71,720,4.22,Rejected
LN004722,CUS00098,2024-05-26,2024-05-28,Education Loan,Partner API,DKI Jakarta,36,Employed,5766567,10492544,18,3.22,729,10.11,Approved
LN004723,CUS00955,2022-07-27,,KTA (Personal Loan),Mobile App,Sulawesi Selatan,32,Employed,5318997,37800156,3,2.53,685,236.89,Pending
LN004724,CUS02219,2023-11-27,,KTA (Personal Loan),Partner API,Kalimantan Timur,29,Employed,5072460,20987667,6,1.89,505,68.96,Rejected
