repayment_id,loan_id,customer_id,installment_no,due_date,paid_date,monthly_payment_idr,delay_days,repayment_status
RP0011527,LN002990,CUS01692,21,2024-08-22,2024-08-22,295574,0,On Time
RP0011528,LN002990,CUS01692,22,2024-09-21,2024-09-21,295574,0,On Time
RP0011529,LN002990,CUS01692,23,2024-10-21,2024-10-21,295574,0,On Time
RP0011530,LN002990,CUS01692,24,2024-11-20,2024-11-20,295574,0,On Time
RP0011531,LN002993,CUS01681,1,2024-08-24,2024-08-24,424740,0,On Time
RP0011532,LN002993,CUS01681,2,2024-09-23,2024-09-23,424740,0,On Time
RP0011533,LN002993,CUS01681,3,2024-10-23,2024-10-23,424740,0,On Time
RP0011534,LN002993,CUS01681,4,2024-11-22,2024-11-22,424740,0,On Time
RP0011535,LN002993,CUS01681,5,2024-12-22,2024-12-22,424740,0,On Time
RP0011536,LN002993,CUS01681,6,2025-01-21,2025-01-21,424740,0,On Time
RP0011537,LN002993,CUS01681,7,2025-02-20,2025-02-20,424740,0,On Time
RP0011538,LN002993,CUS01681,8,2025-03-22,2025-03-22,424740,0,On Time
RP0011539,LN002993,CUS01681,9,2025-04-21,2025-04-21,424740,0,On Time
RP0011540,LN002993,CUS01681,10,2025-05-21,2025-05-21,424740,0,On Time
RP0011541,LN002993,CUS01681,11,2025-06-20,2025-06-20,424740,0,On Time
RP0011542,LN002995,CUS03175,1,2022-11-13,2022-11-13,80056,0,On Time
RP0011543,LN002995,CUS03175,2,2022-12-13,2022-12-13,80056,0,On Time
RP0011544,LN002995,CUS03175,3,2023-01-12,2023-01-12,80056,0,On Time
RP0011545,LN002995,CUS03175,4,2023-02-11,2023-02-11,80056,0,On Time
RP0011546,LN002995,CUS03175,5,2023-03-13,2023-03-13,80056,0,On Time
RP0011547,LN002995,CUS03175,6,2023-04-12,2023-04-12,80056,0,On Time
RP0011548,LN002995,CUS03175,7,2023-05-12,2023-05-12,80056,0,On Time
RP0011549,LN002995,CUS03175,8,2023-06-11,2023-06-11,80056,0,On Time
RP0011550,LN002995,CUS03175,9,2023-07-11,2023-07-11,80056,0,On Time
RP0011551,LN002995,CUS03175,10,2023-08-10,2023-08-10,80056,0,On Time
RP0011552,LN002995,CUS03175,11,2023-09-09,2023-09-09,80056,0,On Time
RP0011553,LN002995,CUS03175,12,2023-10-09,2023-10-09,80056,0,On Time
RP0011554,LN002995,CUS03175,13,2023-11-08,2023-11-08,80056,0,On Time
RP0011555,LN002995,CUS03175,14,2023-12-08,2023-12-08,80056,0,On Time
RP0011556,LN002995,CUS03175,15,2024-01-07,2024-01-07,80056,0,On Time
RP0011557,LN002995,CUS03175,16,2024-02-06,2024-02-06,80056,0,On Time
RP0011558,LN002995,CUS03175,17,2024-03-07,2024-03-07,80056,0,On Time
RP0011559,LN002995,CUS03175,18,2024-04-06,2024-04-06,80056,0,On Time
RP0011560,LN002997,CUS01932,1,2023-02-18,2023-02-18,1203806,0,On Time
RP0011561,LN002997,CUS01932,2,2023-03-20,2023-03-20,1203806,0,On Time
RP0011562,LN002997,CUS01932,3,2023-04-19,2023-04-19,1203806,0,On Time
RP0011563,LN002997,CUS01932,4,2023-05-19,2023-05-19,1203806,0,On Time
RP0011564,LN002997,CUS01932,5,2023-06-18,2023-06-18,1203806,0,On Time
RP0011565,LN002997,CUS01932,6,2023-07-18,2023-07-18,1203806,0,On Time
RP0011566,LN002997,CUS01932,7,2023-08-17,2023-08-17,1203806,0,On Time
RP0011567,LN002997,CUS01932,8,2023-09-16,2023-09-16,1203806,0,On Time
RP0011568,LN002997,CUS01932,9,2023-10-16,2023-10-16,1203806,0,On Time
RP0011569,LN002997,CUS01932,10,2023-11-15,2023-11-15,1203806,0,On Time
RP0011570,LN002997,CUS01932,11,2023-12-15,2023-12-15,1203806,0,On Time
RP0011571,LN002997,CUS01932,12,2024-01-14,2024-01-14,1203806,0,On Time
RP0011572,LN002997,CUS01932,13,2024-02-13,2024-02-13,1203806,0,On Time
RP0011573,LN002997,CUS01932,14,2024-03-14,2024-03-14,1203806,0,On Time
RP0011574,LN002997,CUS01932,15,2024-04-13,2024-04-13,1203806,0,On Time
RP0011575,LN002997,CUS01932,16,2024-05-13,2024-05-13,1203806,0,On Time
RP0011576,LN002997,CUS01932,17,2024-06-12,2024-06-12,1203806,0,On Time
RP0011577,LN002997,CUS01932,18,2024-07-12,2024-07-12,1203806,0,On Time
RP0011578,LN002997,CUS01932,19,2024-08-11,2024-08-11,1203806,0,On Time
RP0011579,LN002997,CUS01932,20,2024-09-10,2024-09-10,1203806,0,On Time
RP0011580,LN002997,CUS01932,21,2024-10-10,2024-10-10,1203806,0,On Time
RP0011581,LN002997,CUS01932,22,2024-11-09,2024-11-09,1203806,0,On Time
RP0011582,LN002997,CUS01932,23,2024-12-09,2024-12-09,1203806,0,On Time
RP0011583,LN002997,CUS01932,24,2025-01-08,2025-01-08,1203806,0,On Time
RP0011584,LN002997,CUS01932,25,2025-02-07,2025-02-07,1203806,0,On Time
RP0011585,LN002997,CUS01932,26,2025-03-09,2025-03-09,1203806,0,On Time
RP0011586,LN002997,CUS01932,27,2025-04-08,2025-04-08,1203806,0,On Time
RP0011587,LN002997,CUS01932,28,2025-05-08,2025-05-08,1203806,0,On Time
RP0011588,LN002997,CUS01932,29,2025-06-07,2025-06-07,1203806,0,On Time
RP0011589,LN002998,CUS03475,1,2024-02-29,2024-02-29,51982,0,On Time
RP0011590,LN002998,CUS03475,2,2024-03-30,2024-03-30,51982,0,On Time
RP0011591,LN002998,CUS03475,3,2024-04-29,2024-04-29,51982,0,On Time
RP0011592,LN002998,CUS03475,4,2024-05-29,2024-05-29,51982,0,On Time
RP0011593,LN002998,CUS03475,5,2024-06-28,2024-06-28,51982,0,On Time
RP0011594,LN002998,CUS03475,6,2024-07-28,2024-07-28,51982,0,On Time
RP0011595,LN002998,CUS03475,7,2024-08-27,2024-08-27,51982,0,On Time
RP0011596,LN002998,CUS03475,8,2024-09-26,2024-09-26,51982,0,On Time
RP0011597,LN002998,CUS03475,9,2024-10-26,2024-10-26,51982,0,On Time
RP0011598,LN002998,CUS03475,10,2024-11-25,2024-11-25,51982,0,On Time
RP0011599,LN002998,CUS03475,11,2024-12-25,2024-12-25,51982,0,On Time
RP0011600,LN002998,CUS03475,12,2025-01-24,2025-01-24,51982,0,On Time
RP0011601,LN002998,CUS03475,13,2025-02-23,2025-02-23,51982,0,On Time
RP0011602,LN002998,CUS03475,14,2025-03-25,2025-03-25,51982,0,On Time
RP0011603,LN002998,CUS03475,15,2025-04-24,2025-04-24,51982,0,On Time
RP0011604,LN002998,CUS03475,16,2025-05-24,2025-05-24,51982,0,On Time
RP0011605,LN002998,CUS03475,17,2025-06-23,2025-06-23,51982,0,On Time
RP0011606,LN002999,CUS03014,1,2024-09-08,2024-09-08,394072,0,On Time
RP0011607,LN002999,CUS03014,2,2024-10-08,2024-10-08,394072,0,On Time
RP0011608,LN002999,CUS03014,3,2024-11-07,2024-11-07,394072,0,On Time
RP0011609,LN002999,CUS03014,4,2024-12-07,2024-12-07,394072,0,On Time
RP0011610,LN002999,CUS03014,5,2025-01-06,2025-01-06,394072,0,On Time
RP0011611,LN002999,CUS03014,6,2025-02-05,2025-02-05,394072,0,On Time
RP0011612,LN002999,CUS03014,7,2025-03-07,2025-03-07,394072,0,On Time
RP0011613,LN002999,CUS03014,8,2025-04-06,2025-04-06,394072,0,On Time
RP0011614,LN002999,CUS03014,9,2025-05-06,2025-05-06,394072,0,On Time
RP0011615,LN002999,CUS03014,10,2025-06-05,2025-06-05,394072,0,On Time
RP0011616,LN003002,CUS02891,1,2024-03-31,2024-03-31,69174,0,On Time
RP0011617,LN003002,CUS02891,2,2024-04-30,2024-04-30,69174,0,On Time
RP0011618,LN003002,CUS02891,3,2024-05-30,2024-05-30,69174,0,On Time
RP0011619,LN003002,CUS02891,4,2024-06-29,2024-06-29,69174,0,On Time
RP0011620,LN003002,CUS02891,5,2024-07-29,2024-07-29,69174,0,On Time
RP0011621,LN003002,CUS02891,6,2024-08-28,2024-08-28,69174,0,On Time
RP0011622,LN003002,CUS02891,7,2024-09-27,2024-09-27,69174,0,On Time
RP0011623,LN003002,CUS02891,8,2024-10-27,2024-10-27,69174,0,On Time
RP0011624,LN003002,CUS02891,9,2024-11-26,2024-11-26,69174,0,On Time
RP0011625,LN003002,CUS02891,10,2024-12-26,2024-12-26,69174,0,On Time
RP0011626,LN003002,CUS02891,11,2025-01-25,2025-01-25,69174,0,On Time
RP0011627,LN003002,CUS02891,12,2025-02-24,2025-02-24,69174,0,On Time
RP0011628,LN003003,CUS00566,1,2023-12-16,2023-12-16,463681,0,On Time
RP0011629,LN003003,CUS00566,2,2024-01-15,2024-01-15,463681,0,On Time
RP0011630,LN003003,CUS00566,3,2024-02-14,2024-02-14,463681,0,On Time
RP0011631,LN003003,CUS00566,4,2024-03-15,2024-03-15,463681,0,On Time
RP0011632,LN003003,CUS00566,5,2024-04-14,2024-04-14,463681,0,On Time
RP0011633,LN003003,CUS00566,6,2024-05-14,2024-05-14,463681,0,On Time
RP0011634,LN003003,CUS00566,7,2024-06-13,2024-06-13,463681,0,On Time
RP0011635,LN003003,CUS00566,8,2024-07-13,2024-07-13,463681,0,On Time
RP0011636,LN003003,CUS00566,9,2024-08-12,2024-08-12,463681,0,On Time
RP0011637,LN003003,CUS00566,10,2024-09-11,2024-09-11,463681,0,On Time
RP0011638,LN003003,CUS00566,11,2024-10-11,2024-10-11,463681,0,On Time
RP0011639,LN003003,CUS00566,12,2024-11-10,2024-11-10,463681,0,On Time
RP0011640,LN003005,CUS00850,1,2022-04-11,2022-04-11,422027,0,On Time
RP0011641,LN003005,CUS00850,2,2022-05-11,2022-05-11,422027,0,On Time
RP0011642,LN003005,CUS00850,3,2022-06-10,2022-06-10,422027,0,On Time
RP0011643,LN003005,CUS00850,4,2022-07-10,2022-07-10,422027,0,On Time
RP0011644,LN003005,CUS00850,5,2022-08-09,2022-08-09,422027,0,On Time
RP0011645,LN003005,CUS00850,6,2022-09-08,2022-09-08,422027,0,On Time
RP0011646,LN003010,CUS02153,1,2022-07-17,2022-07-17,346265,0,On Time
RP0011647,LN003010,CUS02153,2,2022-08-16,2022-08-16,346265,0,On Time
RP0011648,LN003010,CUS02153,3,2022-09-15,2022-09-15,346265,0,On Time
RP0011649,LN003019,CUS02769,1,2024-09-13,2024-09-13,2999167,0,On Time
RP0011650,LN003019,CUS02769,2,2024-10-13,2024-10-13,2999167,0,On Time
RP0011651,LN003019,CUS02769,3,2024-11-12,2024-11-12,2999167,0,On Time
RP0011652,LN003019,CUS02769,4,2024-12-12,2024-12-12,2999167,0,On Time
RP0011653,LN003019,CUS02769,5,2025-01-11,2025-01-11,2999167,0,On Time
RP0011654,LN003019,CUS02769,6,2025-02-10,2025-02-10,2999167,0,On Time
RP0011655,LN003019,CUS02769,7,2025-03-12,2025-03-12,2999167,0,On Time
RP0011656,LN003019,CUS02769,8,2025-04-11,2025-04-11,2999167,0,On Time
RP0011657,LN003019,CUS02769,9,2025-05-11,2025-05-11,2999167,0,On Time
RP0011658,LN003019,CUS02769,10,2025-06-10,2025-06-10,2999167,0,On Time
RP0011659,LN003024,CUS03292,1,2022-06-22,2022-06-22,343093,0,On Time
RP0011660,LN003024,CUS03292,2,2022-07-22,2022-07-22,343093,0,On Time
RP0011661,LN003024,CUS03292,3,2022-08-21,2022-08-21,343093,0,On Time
RP0011662,LN003024,CUS03292,4,2022-09-20,2022-09-20,343093,0,On Time
RP0011663,LN003024,CUS03292,5,2022-10-20,2022-10-20,343093,0,On Time
RP0011664,LN003024,CUS03292,6,2022-11-19,2022-11-19,343093,0,On Time
RP0011665,LN003024,CUS03292,7,2022-12-19,2022-12-19,343093,0,On Time
RP0011666,LN003024,CUS03292,8,2023-01-18,2023-01-18,343093,0,On Time
RP0011667,LN003024,CUS03292,9,2023-02-17,2023-02-17,343093,0,On Time
RP0011668,LN003024,CUS03292,10,2023-03-19,2023-03-19,343093,0,On Time
RP0011669,LN003024,CUS03292,11,2023-04-18,2023-04-18,343093,0,On Time
RP0011670,LN003024,CUS03292,12,2023-05-18,2023-05-18,343093,0,On Time
RP0011671,LN003035,CUS01220,1,2023-08-06,2023-08-06,641819,0,On Time
RP0011672,LN003036,CUS03159,1,2024-12-02,2024-12-02,433330,0,On Time
RP0011673,LN003036,CUS03159,2,2025-01-01,2025-01-01,433330,0,On Time
RP0011674,LN003036,CUS03159,3,2025-01-31,2025-01-31,433330,0,On Time
RP0011675,LN003036,CUS03159,4,2025-03-02,2025-03-02,433330,0,On Time
RP0011676,LN003036,CUS03159,5,2025-04-01,2025-04-01,433330,0,On Time
RP0011677,LN003036,CUS03159,6,2025-05-01,2025-05-01,433330,0,On Time
RP0011678,LN003036,CUS03159,7,2025-05-31,2025-05-31,433330,0,On Time
RP0011679,LN003040,CUS02828,1,2022-06-13,2022-06-13,1102436,0,On Time
RP0011680,LN003040,CUS02828,2,2022-07-13,2022-07-13,1102436,0,On Time
RP0011681,LN003040,CUS02828,3,2022-08-12,2022-08-12,1102436,0,On Time
RP0011682,LN003040,CUS02828,4,2022-09-11,2022-09-11,1102436,0,On Time
RP0011683,LN003040,CUS02828,5,2022-10-11,2022-10-11,1102436,0,On Time
RP0011684,LN003040,CUS02828,6,2022-11-10,2022-11-10,1102436,0,On Time
RP0011685,LN003040,CUS02828,7,2022-12-10,2022-12-10,1102436,0,On Time
RP0011686,LN003040,CUS02828,8,2023-01-09,2023-01-09,1102436,0,On Time
RP0011687,LN003040,CUS02828,9,2023-02-08,2023-02-08,1102436,0,On Time
RP0011688,LN003040,CUS02828,10,2023-03-10,2023-03-10,1102436,0,On Time
RP0011689,LN003040,CUS02828,11,2023-04-09,2023-04-09,1102436,0,On Time
RP0011690,LN003040,CUS02828,12,2023-05-09,2023-05-09,1102436,0,On Time
RP0011691,LN003040,CUS02828,13,2023-06-08,2023-06-08,1102436,0,On Time
RP0011692,LN003040,CUS02828,14,2023-07-08,2023-07-08,1102436,0,On Time
RP0011693,LN003040,CUS02828,15,2023-08-07,2023-08-07,1102436,0,On Time
RP0011694,LN003040,CUS02828,16,2023-09-06,2023-09-06,1102436,0,On Time
RP0011695,LN003040,CUS02828,17,2023-10-06,2023-10-06,1102436,0,On Time
RP0011696,LN003040,CUS02828,18,2023-11-05,2023-11-05,1102436,0,On Time
RP0011697,LN003040,CUS02828,19,2023-12-05,2023-12-05,1102436,0,On Time
RP0011698,LN003040,CUS02828,20,2024-01-04,2024-01-04,1102436,0,On Time
RP0011699,LN003040,CUS02828,21,2024-02-03,2024-02-03,1102436,0,On Time
RP0011700,LN003040,CUS02828,22,2024-03-04,2024-03-04,1102436,0,On Time
RP0011701,LN003040,CUS02828,23,2024-04-03,2024-04-03,1102436,0,On Time
RP0011702,LN003040,CUS02828,24,2024-05-03,2024-05-03,1102436,0,On Time
RP0011703,LN003040,CUS02828,25,2024-06-02,2024-06-02,1102436,0,On Time
RP0011704,LN003040,CUS02828,26,2024-07-02,2024-07-02,1102436,0,On Time
RP0011705,LN003040,CUS02828,27,2024-08-01,2024-08-01,1102436,0,On Time
RP0011706,LN003040,CUS02828,28,2024-08-31,2024-08-31,1102436,0,On Time
RP0011707,LN003040,CUS02828,29,2024-09-30,2024-09-30,1102436,0,On Time
RP0011708,LN003040,CUS02828,30,2024-10-30,2024-10-30,1102436,0,On Time
RP0011709,LN003040,CUS02828,31,2024-11-29,2024-11-29,1102436,0,On Time
RP0011710,LN003040,CUS02828,32,2024-12-29,2024-12-29,1102436,0,On Time
RP0011711,LN003040,CUS02828,33,2025-01-28,2025-01-28,1102436,0,On Time
RP0011712,LN003040,CUS02828,34,2025-02-27,2025-02-27,1102436,0,On Time
RP0011713,LN003040,CUS02828,35,2025-03-29,2025-03-29,1102436,0,On Time
RP0011714,LN003040,CUS02828,36,2025-04-28,2025-04-28,1102436,0,On Time
RP0011715,LN003042,CUS02003,1,2024-01-12,2024-01-12,420608,0,On Time
RP0011716,LN003042,CUS02003,2,2024-02-11,2024-02-11,420608,0,On Time
RP0011717,LN003042,CUS02003,3,2024-03-12,2024-03-12,420608,0,On Time
RP0011718,LN003042,CUS02003,4,2024-04-11,2024-04-11,420608,0,On Time
RP0011719,LN003042,CUS02003,5,2024-05-11,2024-05-11,420608,0,On Time
RP0011720,LN003042,CUS02003,6,2024-06-10,2024-06-10,420608,0,On Time
RP0011721,LN003042,CUS02003,7,2024-07-10,2024-07-10,420608,0,On Time
RP0011722,LN003042,CUS02003,8,2024-08-09,2024-08-09,420608,0,On Time
RP0011723,LN003042,CUS02003,9,2024-09-08,2024-09-08,420608,0,On Time
RP0011724,LN003042,CUS02003,10,2024-10-08,2024-10-08,420608,0,On Time
RP0011725,LN003042,CUS02003,11,2024-11-07,2024-11-07,420608,0,On Time
RP0011726,LN003042,CUS02003,12,2024-12-07,2024-12-07,420608,0,On Time
RP0011727,LN003042,CUS02003,13,2025-01-06,2025-01-06,420608,0,On Time
RP0011728,LN003042,CUS02003,14,2025-02-05,2025-02-05,420608,0,On Time
RP0011729,LN003042,CUS02003,15,2025-03-07,2025-03-07,420608,0,On Time
RP0011730,LN003042,CUS02003,16,2025-04-06,2025-04-06,420608,0,On Time
RP0011731,LN003042,CUS02003,17,2025-05-06,2025-05-06,420608,0,On Time
RP0011732,LN003042,CUS02003,18,2025-06-05,2025-06-05,420608,0,On Time
RP0011733,LN003048,CUS02956,1,2024-09-24,2024-09-24,157866,0,On Time
RP0011734,LN003048,CUS02956,2,2024-10-24,2024-10-24,157866,0,On Time
RP0011735,LN003048,CUS02956,3,2024-11-23,2024-11-23,157866,0,On Time
RP0011736,LN003048,CUS02956,4,2024-12-23,2024-12-23,157866,0,On Time
RP0011737,LN003048,CUS02956,5,2025-01-22,2025-01-22,157866,0,On Time
RP0011738,LN003048,CUS02956,6,2025-02-21,2025-02-21,157866,0,On Time
RP0011739,LN003048,CUS02956,7,2025-03-23,2025-03-23,157866,0,On Time
RP0011740,LN003048,CUS02956,8,2025-04-22,2025-04-22,157866,0,On Time
RP0011741,LN003048,CUS02956,9,2025-05-22,2025-05-22,157866,0,On Time
RP0011742,LN003048,CUS02956,10,2025-06-21,2025-06-21,157866,0,On Time
RP0011743,LN003052,CUS02349,1,2024-08-15,2024-08-15,1321028,0,On Time
RP0011744,LN003052,CUS02349,2,2024-09-14,2024-09-14,1321028,0,On Time
RP0011745,LN003052,CUS02349,3,2024-10-14,2024-10-14,1321028,0,On Time
RP0011746,LN003052,CUS02349,4,2024-11-13,2024-11-13,1321028,0,On Time
RP0011747,LN003052,CUS02349,5,2024-12-13,2024-12-13,1321028,0,On Time
RP0011748,LN003052,CUS02349,6,2025-01-12,2025-01-12,1321028,0,On Time
RP0011749,LN003052,CUS02349,7,2025-02-11,2025-02-11,1321028,0,On Time
RP0011750,LN003052,CUS02349,8,2025-03-13,2025-03-13,1321028,0,On Time
RP0011751,LN003052,CUS02349,9,2025-04-12,2025-04-12,1321028,0,On Time
RP0011752,LN003052,CUS02349,10,2025-05-12,2025-05-12,1321028,0,On Time
RP0011753,LN003052,CUS02349,11,2025-06-11,2025-06-11,1321028,0,On Time
RP0011754,LN003054,CUS02225,1,2022-06-17,2022-06-17,691427,0,On Time
RP0011755,LN003054,CUS02225,2,2022-07-17,2022-07-17,691427,0,On Time
RP0011756,LN003054,CUS02225,3,2022-08-16,2022-08-16,691427,0,On Time
RP0011757,LN003054,CUS02225,4,2022-09-15,2022-09-15,691427,0,On Time
RP0011758,LN003054,CUS02225,5,2022-10-15,2022-10-15,691427,0,On Time
RP0011759,LN003054,CUS02225,6,2022-11-14,2022-11-14,691427,0,On Time
RP0011760,LN003056,CUS01617,1,2024-08-26,2024-08-26,776745,0,On Time
RP0011761,LN003056,CUS01617,2,2024-09-25,2024-09-25,776745,0,On Time
RP0011762,LN003056,CUS01617,3,2024-10-25,2024-10-25,776745,0,On Time
RP0011763,LN003056,CUS01617,4,2024-11-24,2024-11-24,776745,0,On Time
RP0011764,LN003056,CUS01617,5,2024-12-24,2024-12-24,776745,0,On Time
RP0011765,LN003056,CUS01617,6,2025-01-23,2025-01-23,776745,0,On Time
RP0011766,LN003062,CUS01190,1,2022-07-12,2022-07-12,140653,0,On Time
RP0011767,LN003062,CUS01190,2,2022-08-11,2022-08-11,140653,0,On Time
RP0011768,LN003062,CUS01190,3,2022-09-10,2022-09-10,140653,0,On Time
RP0011769,LN003062,CUS01190,4,2022-10-10,2022-10-10,140653,0,On Time
RP0011770,LN003062,CUS01190,5,2022-11-09,2022-11-09,140653,0,On Time
RP0011771,LN003062,CUS01190,6,2022-12-09,2022-12-09,140653,0,On Time
RP0011772,LN003064,CUS01179,1,2023-01-05,2023-01-05,1292066,0,On Time
RP0011773,LN003064,CUS01179,2,2023-02-04,2023-02-04,1292066,0,On Time
RP0011774,LN003064,CUS01179,3,2023-03-06,2023-03-06,1292066,0,On Time
RP0011775,LN003064,CUS01179,4,2023-04-05,2023-04-05,1292066,0,On Time
RP0011776,LN003064,CUS01179,5,2023-05-05,2023-05-05,1292066,0,On Time
RP0011777,LN003064,CUS01179,6,2023-06-04,2023-06-04,1292066,0,On Time
RP0011778,LN003066,CUS00324,1,2022-09-19,2022-09-19,280704,0,On Time
RP0011779,LN003066,CUS00324,2,2022-10-19,2022-10-19,280704,0,On Time
RP0011780,LN003066,CUS00324,3,2022-11-18,2022-11-18,280704,0,On Time
RP0011781,LN003067,CUS01419,1,2022-12-02,2022-12-02,1373725,0,On Time
RP0011782,LN003069,CUS02687,1,2022-12-09,2022-12-09,166963,0,On Time
RP0011783,LN003069,CUS02687,2,2023-01-08,2023-01-08,166963,0,On Time
RP0011784,LN003069,CUS02687,3,2023-02-07,2023-02-07,166963,0,On Time
RP0011785,LN003069,CUS02687,4,2023-03-09,2023-03-09,166963,0,On Time
RP0011786,LN003069,CUS02687,5,2023-04-08,2023-04-08,166963,0,On Time
RP0011787,LN003069,CUS02687,6,2023-05-08,2023-05-08,166963,0,On Time
RP0011788,LN003069,CUS02687,7,2023-06-07,2023-06-07,166963,0,On Time
RP0011789,LN003069,CUS02687,8,2023-07-07,2023-07-07,166963,0,On Time
RP0011790,LN003069,CUS02687,9,2023-08-06,2023-08-06,166963,0,On Time
RP0011791,LN003069,CUS02687,10,2023-09-05,2023-09-05,166963,0,On Time
RP0011792,LN003069,CUS02687,11,2023-10-05,2023-10-05,166963,0,On Time
RP0011793,LN003069,CUS02687,12,2023-11-04,2023-11-04,166963,0,On Time
RP0011794,LN003069,CUS02687,13,2023-12-04,2023-12-04,166963,0,On Time
RP0011795,LN003069,CUS02687,14,2024-01-03,2024-01-03,166963,0,On Time
RP0011796,LN003069,CUS02687,15,2024-02-02,2024-02-02,166963,0,On Time
RP0011797,LN003069,CUS02687,16,2024-03-03,2024-03-03,166963,0,On Time
RP0011798,LN003069,CUS02687,17,2024-04-02,2024-04-02,166963,0,On Time
RP0011799,LN003069,CUS02687,18,2024-05-02,2024-05-02,166963,0,On Time
RP0011800,LN003069,CUS02687,19,2024-06-01,2024-06-01,166963,0,On Time
RP0011801,LN003069,CUS02687,20,2024-07-01,2024-07-01,166963,0,On Time
RP0011802,LN003069,CUS02687,21,2024-07-31,2024-07-31,166963,0,On Time
RP0011803,LN003069,CUS02687,22,2024-08-30,2024-08-30,166963,0,On Time
RP0011804,LN003069,CUS02687,23,2024-09-29,2024-09-29,166963,0,On Time
RP0011805,LN003069,CUS02687,24,2024-10-29,2024-10-29,166963,0,On Time
RP0011806,LN003072,CUS01963,1,2022-03-23,2022-03-23,411515,0,On Time
RP0011807,LN003072,CUS01963,2,2022-04-22,2022-04-22,411515,0,On Time
RP0011808,LN003072,CUS01963,3,2022-05-22,2022-05-22,411515,0,On Time
RP0011809,LN003072,CUS01963,4,2022-06-21,2022-06-21,411515,0,On Time
RP0011810,LN003072,CUS01963,5,2022-07-21,2022-07-21,411515,0,On Time
RP0011811,LN003072,CUS01963,6,2022-08-20,2022-08-20,411515,0,On Time
RP0011812,LN003072,CUS01963,7,2022-09-19,2022-09-19,411515,0,On Time
RP0011813,LN003072,CUS01963,8,2022-10-19,2022-10-19,411515,0,On Time
RP0011814,LN003072,CUS01963,9,2022-11-18,2022-11-18,411515,0,On Time
RP0011815,LN003072,CUS01963,10,2022-12-18,2022-12-18,411515,0,On Time
RP0011816,LN003072,CUS01963,11,2023-01-17,2023-01-17,411515,0,On Time
RP0011817,LN003072,CUS01963,12,2023-02-16,2023-02-16,411515,0,On Time
RP0011818,LN003073,CUS00877,1,2023-09-26,2023-09-26,242831,0,On Time
RP0011819,LN003073,CUS00877,2,2023-10-26,2023-10-26,242831,0,On Time
RP0011820,LN003073,CUS00877,3,2023-11-25,2023-11-25,242831,0,On Time
RP0011821,LN003073,CUS00877,4,2023-12-25,2023-12-25,242831,0,On Time
RP0011822,LN003073,CUS00877,5,2024-01-24,2024-01-24,242831,0,On Time
RP0011823,LN003073,CUS00877,6,2024-02-23,2024-02-23,242831,0,On Time
RP0011824,LN003073,CUS00877,7,2024-03-24,2024-03-24,242831,0,On Time
RP0011825,LN003073,CUS00877,8,2024-04-23,2024-04-23,242831,0,On Time
RP0011826,LN003073,CUS00877,9,2024-05-23,2024-05-23,242831,0,On Time
RP0011827,LN003073,CUS00877,10,2024-06-22,2024-06-22,242831,0,On Time
RP0011828,LN003073,CUS00877,11,2024-07-22,2024-07-22,242831,0,On Time
RP0011829,LN003073,CUS00877,12,2024-08-21,2024-08-21,242831,0,On Time
RP0011830,LN003080,CUS01113,1,2022-03-16,2022-03-16,312014,0,On Time
RP0011831,LN003080,CUS01113,2,2022-04-15,2022-04-15,312014,0,On Time
RP0011832,LN003080,CUS01113,3,2022-05-15,2022-05-15,312014,0,On Time
RP0011833,LN003080,CUS01113,4,2022-06-14,2022-06-14,312014,0,On Time
RP0011834,LN003080,CUS01113,5,2022-07-14,2022-07-14,312014,0,On Time
RP0011835,LN003080,CUS01113,6,2022-08-13,2022-08-13,312014,0,On Time
RP0011836,LN003080,CUS01113,7,2022-09-12,2022-09-12,312014,0,On Time
RP0011837,LN003080,CUS01113,8,2022-10-12,2022-10-12,312014,0,On Time
RP0011838,LN003080,CUS01113,9,2022-11-11,2022-11-11,312014,0,On Time
RP0011839,LN003080,CUS01113,10,2022-12-11,2022-12-11,312014,0,On Time
RP0011840,LN003080,CUS01113,11,2023-01-10,2023-01-10,312014,0,On Time
RP0011841,LN003080,CUS01113,12,2023-02-09,2023-02-09,312014,0,On Time
RP0011842,LN003083,CUS02522,1,2022-06-11,2022-06-11,286771,0,On Time
RP0011843,LN003083,CUS02522,2,2022-07-11,2022-07-11,286771,0,On Time
RP0011844,LN003083,CUS02522,3,2022-08-10,2022-08-10,286771,0,On Time
RP0011845,LN003083,CUS02522,4,2022-09-09,2022-09-09,286771,0,On Time
RP0011846,LN003083,CUS02522,5,2022-10-09,2022-10-09,286771,0,On Time
RP0011847,LN003083,CUS02522,6,2022-11-08,2022-11-08,286771,0,On Time
RP0011848,LN003083,CUS02522,7,2022-12-08,2022-12-08,286771,0,On Time
RP0011849,LN003083,CUS02522,8,2023-01-07,2023-01-07,286771,0,On Time
RP0011850,LN003083,CUS02522,9,2023-02-06,2023-02-06,286771,0,On Time
RP0011851,LN003083,CUS02522,10,2023-03-08,2023-03-08,286771,0,On Time
RP0011852,LN003083,CUS02522,11,2023-04-07,2023-04-07,286771,0,On Time
RP0011853,LN003083,CUS02522,12,2023-05-07,2023-05-07,286771,0,On Time
RP0011854,LN003086,CUS00981,1,2025-01-01,2025-01-01,264674,0,On Time
RP0011855,LN003086,CUS00981,2,2025-01-31,2025-01-31,264674,0,On Time
